"subject","predicate","object"
"event/ISRO’s_NISAR_payload_flagged_off_to_JPL,NASA","conducted_by","org/ISRO"
"event/ISRO’s_NISAR_payload_flagged_off_to_JPL,NASA","has_date","date/Mar_08,2021"
"event/ISRO’s_NISAR_payload_flagged_off_to_JPL,NASA","has_document","document/NISAR%20payload"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Italian_Space_Agency","has_description","Dr. K. Sivan, Chairman, ISRO/Secretary, DOS had a meeting with the                                 President of Italian Space AgencyHome/ Media/Archives/Italian Space Agency Bilateral meeting between Indian Space Research Organisation (ISRO) and Italian Space                                 Agency (ASI) was held on March 03, 2021 on virtual mode. Dr. K. Sivan, Chairman, ISRO/                                 Secretary, Department of Space and Mr. Giorgio Saccoccia, President, ASI led their                                 respective delegations. Both sides reviewed the on-going cooperation and agreed to form                                 more thematic working groups to explore cooperation opportunities in earth observation,                                 space science, robotic exploration and human exploration."
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Italian_Space_Agency","conducted_by","org/ISRO"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Italian_Space_Agency","has_date","date/Mar_03,2021"
"event/Dr._K._Sivan,Chairman,ISRO/Secretary,DOS_had_a_meeting_with_the_President_of_Italian_Space_Agency","has_document","document/Italian%20Space%20Agency"
"event/Brazilian_Minister_visited_ISRO_to_witness_the_launch_of_Amazonia-1_satellite","has_description","Brazilian Minister visited ISRO to witness the launch of Amazonia-1 satelliteHome/ Media/Archives/ launch of Amazonia-1 satellite H.E. Marcos Pontes, Minister of Science, Technology and Innovation, Brazil visited ISRO’s Satish Dhawan Space Centre (SDSC), Sriharikota on February 28, 2021 and witnessed the launch of Brazil’s Amazonia-1 satellite by ISRO’s PSLV-C51 mission. The Minister and his delegation had meeting with ISRO delegation led by Dr. K. Sivan, Chairman, ISRO/ Secretary, DOS and discussed on India – Brazil space cooperation. Brazilian Minister has also visited SDSC technical facilities.  Both sides have agreed to work together to enhance the bilateral space cooperation to the higher level."
"event/Brazilian_Minister_visited_ISRO_to_witness_the_launch_of_Amazonia-1_satellite","conducted_by","org/ISRO"
"event/Brazilian_Minister_visited_ISRO_to_witness_the_launch_of_Amazonia-1_satellite","has_date","date/Feb_28,2021"
"event/Brazilian_Minister_visited_ISRO_to_witness_the_launch_of_Amazonia-1_satellite","has_document","document/Brazilian"
"event/PSLV-C51/Amazonia-1_Mission","has_description","PSLV-C51/Amazonia-1Home/ Activities /Missions accomplished Feb 28, 2021Back to ISRO Timeline PSLV-C51, the first dedicated launch for NSIL, successfully launches                                     Amazonia-1 and 18 Co-passenger satellites from Sriharikota India’s Polar Satellite Launch Vehicle PSLV-C51 successfully launched                                     Amazonia-1 along with 18 co-passenger satellites today (February 28,                                     2021) from Satish Dhawan Space Centre SHAR, Sriharikota. PSLV-C51 lifted off from the First Launch Pad of SDSC SHAR at 10:24                                     hours (IST) as planned. After a flight of about 17 minutes 23 seconds,                                     the vehicle injected the Amazonia-1 into its intended orbit and in the                                     succeeding 1 hour 38 minutes, all the 18 co-passenger satellites                                     successfully separated from the PSLV in a predetermined sequence. Amazonia-1 is the optical earth observation satellite of National                                     Institute for Space Research (INPE). This satellite would further                                     strengthen the existing structure by providing remote sensing data to                                     users for monitoring deforestation in the Amazon region and analysis of                                     diversified agriculture across the Brazilian territory. More Details PSLV-C51/Amazonia-1 is the first dedicated commercial mission of         NewSpace India Limited (NSIL), a Government of India company under         Department of Space. The 18 co-passenger satellites onboard PSLV-C51 includes four from                                     IN-SPACe and fourteen from NSIL. Out of 4 satellites from IN-SPACe,                                     three were UNITYsats designed and built as a joint development by                                     Jeppiaar Institute of Technology, Sriperumbudur (JITsat), G.H.Raisoni                                     College of Engineering, Nagpur (GHRCEsat) and Sri Shakti Institute of                                     Engineering and Technology, Coimbatore (Sri Shakthi Sat) and one was                                     Satish Dhawan Sat (SDSAT) from Space Kidz India. The fourteen satellites                                     from NSIL carried were the commercial satellites from India (1) and USA                                     (13). PSLV-C51 is the 53rd flight of PSLV and 3rd flight of                                     PSLV in 'DL' configuration (with 2 strap-on motors). This was the 78th                                     launch vehicle mission from SDSC SHAR, Sriharikota. With today’s launch, the total number of customer                                 satellites from foreign countries placed in orbit by PSLV is 342                                 satellites from 34 countries. More Details"
